file,target,status
docs/substack-ready/posts-v1.5.0/post-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.5.0.md,https://www.beehive.govt.nz/release/new-and-improved-urgent-and-after-hours-healthcare,external_not_checked
docs/substack-ready/posts-v1.5.0/post-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.5.0.md,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_not_checked
docs/substack-ready/posts-v1.5.0/post-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.5.0.md,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,../figures/fig-02-funding-models-101-v1.2.0.png,exists
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.gov.au/resources/publications/review-of-general-practice-incentives-expert-advisory-panel-report-to-the-australian-government?language=en,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.gov.au/resources/publications/review-of-general-practice-incentives-expert-advisory-panel-report-to-the-australian-government?language=en,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.govt.nz/system/files/2022-09/health-disability-system-review-final-report.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.govt.nz/publications/annual-update-of-key-results-202324-new-zealand-health-survey,external_not_checked
docs/substack-ready/posts-v1.5.0/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.0.md,https://www.health.govt.nz/about-us/new-zealands-health-system/health-system-roles-and-organisations/health-crown-entities,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,../figures/fig-15-marginal-revenue-cost-v1.5.0.png,exists
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,../figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,exists
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/programmes-and-initiatives/the-ambulance-team,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.beehive.govt.nz/release/new-and-improved-urgent-and-after-hours-healthcare,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.health.gov.au/resources/publications/review-of-general-practice-incentives-expert-advisory-panel-report-to-the-australian-government?language=en,external_not_checked
docs/substack-ready/posts-v1.5.0/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.0.md,https://www.health.govt.nz/publications/annual-update-of-key-results-202324-new-zealand-health-survey,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,../figures/fig-09-fixed-envelope-rationing-v1.4.0.png,exists
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://nzmj.org.nz/media/pages/journal/vol-131-no-1480/a-media-content-analysis-of-new-zealand-s-district-health-board-population-based-funding-formula/6ff2e1d910-1696474509/a-media-content-analysis-of-new-zealand-s-district-health-board-population-based-funding-formula.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://nzmj.org.nz/media/pages/journal/vol-126-no-1376/6c9b9d56a4-1696469440/vol-126-no-1376.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://nzmj.org.nz/media/pages/journal/vol-131-no-1480/a-media-content-analysis-of-new-zealand-s-district-health-board-population-based-funding-formula/6ff2e1d910-1696474509/a-media-content-analysis-of-new-zealand-s-district-health-board-population-based-funding-formula.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://nzmj.org.nz/media/pages/journal/vol-126-no-1376/6c9b9d56a4-1696469440/vol-126-no-1376.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/system/files/2025-11/H2025069314-Briefing-PHO-finances-a-summary-of-available-information.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/system/files/2022-09/health-disability-system-review-final-report.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/system/files/2025-11/H2025070512-Aide-Memoire-Meeting-with-General-Practice-New-Zealand-on-31-July-2025.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.health.govt.nz/publications/annual-update-of-key-results-202324-new-zealand-health-survey,external_not_checked
docs/substack-ready/posts-v1.5.0/post-04-why-formulas-do-not-solve-games-v1.5.0.md,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,../figures/fig-14-current-reform-vs-uncapped-hybrid-v1.4.0.png,exists
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/system/files/2025-11/H2025069314-Briefing-PHO-finances-a-summary-of-available-information.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/system/files/2025-11/H2025070512-Aide-Memoire-Meeting-with-General-Practice-New-Zealand-on-31-July-2025.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.beehive.govt.nz/release/new-and-improved-urgent-and-after-hours-healthcare,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/about-us/new-zealands-health-system/health-system-roles-and-organisations/health-crown-entities,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/system/files/2022-09/health-disability-system-review-final-report.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.health.govt.nz/publications/annual-update-of-key-results-202324-new-zealand-health-survey,external_not_checked
docs/substack-ready/posts-v1.5.0/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/programmes-and-initiatives/the-ambulance-team,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,../figures/fig-16-uncapped-scheduled-benefit-supply-v1.5.0.png,exists
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,../figures/fig-13-hybrid-architecture-v1.4.0.png,exists
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.mbie.govt.nz/business-and-employment/employment-and-skills/employment-legislation-reviews/increasing-regulated-acc-payments-for-treatment/proposed-updates-to-acc-regulated-payments-for-treatment/options-for-payment-increases-and-how-they-were-assessed,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.mbie.govt.nz/business-and-employment/employment-and-skills/employment-legislation-reviews/increasing-regulated-acc-payments-for-treatment/proposed-updates-to-acc-regulated-payments-for-treatment/options-for-payment-increases-and-how-they-were-assessed,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.beehive.govt.nz/release/new-and-improved-urgent-and-after-hours-healthcare,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/programmes-and-initiatives/the-ambulance-team,external_not_checked
docs/substack-ready/posts-v1.5.0/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.0.md,https://www.health.gov.au/resources/publications/review-of-general-practice-incentives-expert-advisory-panel-report-to-the-australian-government?language=en,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,../figures/fig-04-hospital-rescue-loop-v1.2.0.png,exists
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.health.govt.nz/about-us/new-zealands-health-system/health-system-roles-and-organisations/health-crown-entities,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.health.govt.nz/about-us/new-zealands-health-system/health-system-roles-and-organisations/health-crown-entities,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.health.govt.nz/system/files/2022-09/health-disability-system-review-final-report.pdf,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.beehive.govt.nz/release/new-and-improved-urgent-and-after-hours-healthcare,external_not_checked
docs/substack-ready/posts-v1.5.0/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.5.0.md,https://www.healthnz.govt.nz/about-us/what-we-do/programmes-and-initiatives/the-ambulance-team,external_not_checked
