file,link,resolved,exists
docs/substack-ready/posts-v1.6.0-public/post-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.6.0.md,../figures/fig-01-whole-system-flow-v1.2.0.png,docs/substack-ready/figures/fig-01-whole-system-flow-v1.2.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.6.0.md,../appendices-v1.6.0/appendix-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.6.0.md,../figures/fig-02-funding-models-101-v1.2.0.png,docs/substack-ready/figures/fig-02-funding-models-101-v1.2.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.6.0.md,../appendices-v1.6.0/appendix-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,../figures/fig-15-marginal-revenue-cost-v1.5.0.png,docs/substack-ready/figures/fig-15-marginal-revenue-cost-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,../figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,docs/substack-ready/figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,../appendices-v1.6.0/appendix-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-04-why-formulas-do-not-solve-games-v1.6.0.md,../figures/fig-09-fixed-envelope-rationing-v1.4.0.png,docs/substack-ready/figures/fig-09-fixed-envelope-rationing-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-04-why-formulas-do-not-solve-games-v1.6.0.md,../appendices-v1.6.0/appendix-04-why-formulas-do-not-solve-games-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-04-why-formulas-do-not-solve-games-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.6.0.md,../figures/fig-14-current-reform-vs-uncapped-hybrid-v1.4.0.png,docs/substack-ready/figures/fig-14-current-reform-vs-uncapped-hybrid-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.6.0.md,../appendices-v1.6.0/appendix-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,../figures/fig-16-uncapped-scheduled-benefit-supply-v1.5.0.png,docs/substack-ready/figures/fig-16-uncapped-scheduled-benefit-supply-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,../figures/fig-13-hybrid-architecture-v1.4.0.png,docs/substack-ready/figures/fig-13-hybrid-architecture-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,../appendices-v1.6.0/appendix-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.6.0.md,../figures/fig-04-hospital-rescue-loop-v1.2.0.png,docs/substack-ready/figures/fig-04-hospital-rescue-loop-v1.2.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.6.0.md,../appendices-v1.6.0/appendix-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,../figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,docs/substack-ready/figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,../figures/fig-09-fixed-envelope-rationing-v1.4.0.png,docs/substack-ready/figures/fig-09-fixed-envelope-rationing-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,../appendices-v1.6.0/appendix-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-09-primary-health-organisations-useful-functions-payment-friction-and-cherry-picking-v1.6.0.md,../figures/fig-11-place-accountability-cherrypicking-v1.4.0.png,docs/substack-ready/figures/fig-11-place-accountability-cherrypicking-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-09-primary-health-organisations-useful-functions-payment-friction-and-cherry-picking-v1.6.0.md,../appendices-v1.6.0/appendix-09-primary-health-organisations-useful-functions-payment-friction-and-cherry-picking-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-09-primary-health-organisations-useful-functions-payment-friction-and-cherry-picking-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-10-accident-compensation-corporation-ambulance-and-urgent-care-the-hidden-upstream-system-v1.6.0.md,../figures/fig-18-upstream-access-map-v1.5.0.png,docs/substack-ready/figures/fig-18-upstream-access-map-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-10-accident-compensation-corporation-ambulance-and-urgent-care-the-hidden-upstream-system-v1.6.0.md,../appendices-v1.6.0/appendix-10-accident-compensation-corporation-ambulance-and-urgent-care-the-hidden-upstream-system-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-10-accident-compensation-corporation-ambulance-and-urgent-care-the-hidden-upstream-system-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-11-who-should-be-allowed-to-generate-primary-care-supply-v1.6.0.md,../figures/fig-19-scope-enabled-supply-v1.5.0.png,docs/substack-ready/figures/fig-19-scope-enabled-supply-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-11-who-should-be-allowed-to-generate-primary-care-supply-v1.6.0.md,../appendices-v1.6.0/appendix-11-who-should-be-allowed-to-generate-primary-care-supply-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-11-who-should-be-allowed-to-generate-primary-care-supply-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-12-telehealth-is-an-extender-not-a-replacement-for-local-supply-v1.6.0.md,../figures/fig-20-telehealth-extender-not-replacement-v1.5.0.png,docs/substack-ready/figures/fig-20-telehealth-extender-not-replacement-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-12-telehealth-is-an-extender-not-a-replacement-for-local-supply-v1.6.0.md,../appendices-v1.6.0/appendix-12-telehealth-is-an-extender-not-a-replacement-for-local-supply-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-12-telehealth-is-an-extender-not-a-replacement-for-local-supply-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,../figures/fig-17-copayment-demand-equity-v1.5.0.png,docs/substack-ready/figures/fig-17-copayment-demand-equity-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,../figures/fig-10-copayment-demand-equity-v1.4.0.png,docs/substack-ready/figures/fig-10-copayment-demand-equity-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,../appendices-v1.6.0/appendix-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,../figures/fig-21-nineteen-game-map-v1.5.0.png,docs/substack-ready/figures/fig-21-nineteen-game-map-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,../figures/fig-12-game-to-model-mcda-stack-v1.4.0.png,docs/substack-ready/figures/fig-12-game-to-model-mcda-stack-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,../appendices-v1.6.0/appendix-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-15-the-hybrid-game-why-no-single-lever-is-enough-v1.6.0.md,../figures/fig-13-hybrid-architecture-v1.4.0.png,docs/substack-ready/figures/fig-13-hybrid-architecture-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-15-the-hybrid-game-why-no-single-lever-is-enough-v1.6.0.md,../appendices-v1.6.0/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,../figures/fig-22-composite-model-stack-v1.5.0.png,docs/substack-ready/figures/fig-22-composite-model-stack-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,../figures/fig-12-game-to-model-mcda-stack-v1.4.0.png,docs/substack-ready/figures/fig-12-game-to-model-mcda-stack-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,../appendices-v1.6.0/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.6.0.md,../figures/fig-06-mcda-workshop-flow-v1.2.0.png,docs/substack-ready/figures/fig-06-mcda-workshop-flow-v1.2.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.6.0.md,../appendices-v1.6.0/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.6.0.md,True
docs/substack-ready/posts-v1.6.0-public/post-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,../figures/fig-23-recommendations-stack-v1.5.0.png,docs/substack-ready/figures/fig-23-recommendations-stack-v1.5.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,../figures/fig-13-hybrid-architecture-v1.4.0.png,docs/substack-ready/figures/fig-13-hybrid-architecture-v1.4.0.png,True
docs/substack-ready/posts-v1.6.0-public/post-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,../appendices-v1.6.0/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-04-why-formulas-do-not-solve-games-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-04-why-formulas-do-not-solve-games-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-09-primary-health-organisations-useful-functions-payment-friction-and-cherry-picking-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-09-primary-health-organisations-useful-functions-payment-friction-and-cherry-picking-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-10-accident-compensation-corporation-ambulance-and-urgent-care-the-hidden-upstream-system-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-10-accident-compensation-corporation-ambulance-and-urgent-care-the-hidden-upstream-system-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-11-who-should-be-allowed-to-generate-primary-care-supply-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-11-who-should-be-allowed-to-generate-primary-care-supply-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-12-telehealth-is-an-extender-not-a-replacement-for-local-supply-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-12-telehealth-is-an-extender-not-a-replacement-for-local-supply-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-15-the-hybrid-game-why-no-single-lever-is-enough-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-15-the-hybrid-game-why-no-single-lever-is-enough-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,posts-v1.6.0-public/post-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,docs/substack-ready/posts-v1.6.0-public/post-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-01-whole-system-flow-v1.2.0.png,docs/substack-ready/figures/fig-01-whole-system-flow-v1.2.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-02-funding-models-101-v1.2.0.png,docs/substack-ready/figures/fig-02-funding-models-101-v1.2.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-15-marginal-revenue-cost-v1.5.0.png,docs/substack-ready/figures/fig-15-marginal-revenue-cost-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,docs/substack-ready/figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-09-fixed-envelope-rationing-v1.4.0.png,docs/substack-ready/figures/fig-09-fixed-envelope-rationing-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-04-why-formulas-do-not-solve-games-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-04-why-formulas-do-not-solve-games-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-14-current-reform-vs-uncapped-hybrid-v1.4.0.png,docs/substack-ready/figures/fig-14-current-reform-vs-uncapped-hybrid-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-16-uncapped-scheduled-benefit-supply-v1.5.0.png,docs/substack-ready/figures/fig-16-uncapped-scheduled-benefit-supply-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-13-hybrid-architecture-v1.4.0.png,docs/substack-ready/figures/fig-13-hybrid-architecture-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-06-what-i-mean-by-uncapping-primary-care-funding-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-04-hospital-rescue-loop-v1.2.0.png,docs/substack-ready/figures/fig-04-hospital-rescue-loop-v1.2.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-07-the-hospital-salience-game-and-the-health-new-zealand-allocation-game-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,docs/substack-ready/figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-09-fixed-envelope-rationing-v1.4.0.png,docs/substack-ready/figures/fig-09-fixed-envelope-rationing-v1.4.0.png,True
